loss,mape,val_loss,val_mape
0.023630507290363312,2299039.5,0.019958555698394775,2700909.5
0.017955275252461433,2048198.75,0.018580518662929535,2317040.25
0.01620214432477951,1833387.0,0.01594051904976368,1925734.875
0.013253610581159592,1421204.25,0.012760479934513569,1567214.0
0.011176210828125477,1172573.0,0.010263346135616302,1161067.125
0.00935753621160984,874049.4375,0.008191020227968693,715359.25
0.00757702998816967,493589.3125,0.006487536709755659,381526.90625
0.006291272584348917,304168.78125,0.004946799948811531,244288.875
0.004830159246921539,226070.40625,0.003746949601918459,205970.0625
0.0035784889478236437,189606.28125,0.002678814111277461,193911.625
0.0027385111898183823,165696.90625,0.001862925011664629,182764.65625
0.0022421416360884905,145068.0,0.0013969707069918513,141579.96875
0.0017826416296884418,139611.34375,0.0012692833552137017,137427.640625
0.001467860653065145,134319.046875,0.0009086229256354272,159726.34375
0.0012088356306776404,130129.703125,0.0006388252368196845,136188.828125
0.00103249482344836,125155.390625,0.0005969363264739513,124258.765625
0.0008180880104191601,109595.8984375,0.0004127479624003172,111547.796875
0.0007460706983692944,103834.9453125,0.0003253284958191216,93404.4609375
0.0007016550516709685,106453.34375,0.0004089135327376425,109881.625
0.0006226444966159761,98229.3203125,0.00031431610113941133,113435.0703125
0.0005164588219486177,89665.5,0.00020192084775771946,84651.859375
0.0004600386891979724,90043.0546875,0.0002358063356950879,79487.1875
0.00047521444503217936,80164.546875,0.00010746232146630064,84948.78125
0.0004481390060391277,78286.7578125,0.00023882114328444004,80415.4921875
0.00045618467265740037,72800.3046875,0.00012639760097954422,73050.5859375
0.00043350280611775815,72603.6875,0.00014954527432564646,70197.640625
0.00036894093500450253,75976.78125,0.00011526126763783395,66823.75
0.0003745436551980674,66403.5078125,0.00015254170284606516,68883.9921875
0.0003476497658994049,65612.1171875,8.64867542986758e-05,71817.0546875
0.00033476456883363426,61811.7421875,0.00010648249735822901,67101.5234375
0.0003853953967336565,65168.125,0.00012741688988171518,63101.890625
0.00030140235321596265,63881.94921875,7.585848652524874e-05,64959.4375
0.00030839405371807516,61870.3828125,9.828145994106308e-05,57797.8359375
0.00029521467513404787,55979.984375,9.55491850618273e-05,56613.14453125
0.00031590627622790635,56706.66015625,0.00012407140457071364,57128.94140625
0.0002893898927140981,58043.77734375,7.864398503443226e-05,60968.1015625
0.0002771279541775584,57639.484375,8.996755786938593e-05,62555.34375
0.0002696142182685435,56444.06640625,8.833262108964846e-05,54180.6875
0.0003543037746567279,61255.59765625,4.288779018679634e-05,52837.453125
0.0002508782490622252,53511.18359375,4.0614570025354624e-05,57610.62890625
0.0002542102592997253,54167.171875,0.00012538686860352755,55350.33203125
0.0003066103963647038,53469.7109375,5.0175578508060426e-05,58879.8359375
0.0003124834911432117,50570.01171875,7.551284215878695e-05,55732.828125
0.00030110616353340447,51949.82421875,3.681293310364708e-05,53604.62890625
0.00022602698300033808,49543.41796875,9.741201210999861e-05,48440.640625
0.00023089221213012934,47248.69140625,7.488357368856668e-05,44876.2578125
0.00024028554616961628,47387.4375,0.00019685563165694475,52710.28515625
0.00022856520081404597,49429.296875,3.948737139580771e-05,48071.20703125
0.0002458812086842954,45654.1796875,6.862805457785726e-05,51518.59765625
0.00022655708016827703,49897.921875,6.303876580204815e-05,49900.8046875
