loss,mape,val_loss,val_mape
0.014514850452542305,459670.4375,0.008262306451797485,293666.9375
0.008414545096457005,251981.65625,0.008216658607125282,261811.796875
0.008374365046620369,239558.984375,0.008234726265072823,216277.796875
0.008234210312366486,239853.6875,0.007981797680258751,245227.6875
0.007961987517774105,240735.5,0.007522464729845524,254337.28125
0.007416867185384035,237099.125,0.006650527939200401,256822.921875
0.0060376315377652645,243493.421875,0.005391834769397974,267430.9375
0.004863440990447998,249914.21875,0.0043291668407619,261825.9375
0.004440824501216412,253131.890625,0.004200989380478859,243312.234375
0.004205979872494936,244923.859375,0.003946246579289436,252450.625
0.00402254331856966,248281.046875,0.0036637315060943365,250412.296875
0.0037653441540896893,254446.6875,0.00334132625721395,282567.65625
0.0033896106760948896,254300.96875,0.0031531488057225943,336974.9375
0.0028969075065106153,262752.84375,0.002418256364762783,297367.3125
0.002538061235100031,252115.84375,0.002058235928416252,240427.109375
0.0020542608108371496,215065.859375,0.0017046460416167974,204672.703125
0.0016900964546948671,188517.78125,0.001289203530177474,167719.53125
0.001293782377615571,158947.453125,0.0006674041505903006,119629.8515625
0.000749632716178894,99453.1015625,0.0002844893897417933,83671.328125
0.0005248021916486323,83367.8828125,0.00023686884378548712,88668.75
0.00046764491708017886,77081.3359375,0.00016630363825242966,84719.65625
0.00041115054045803845,72907.9921875,0.00014653059770353138,64399.67578125
0.000376489624613896,71820.3125,0.00012255542969796807,64811.515625
0.0003607689868658781,66543.7734375,0.00010365348134655505,63007.515625
0.0003318555827718228,64777.58203125,8.041093678912148e-05,69384.71875
0.0003140210756100714,62895.625,0.00010564889089437202,63916.47265625
0.0003061679599341005,60546.22265625,7.749583892291412e-05,62105.5703125
0.00030099492869339883,59548.15625,7.11972315912135e-05,53370.7578125
0.00029730761889368296,56953.3984375,6.550333637278527e-05,54208.9609375
0.0002852126199286431,56766.109375,5.350976061890833e-05,57258.6015625
0.00026301565230824053,54384.140625,7.038464536890388e-05,61635.94921875
0.0002782338415272534,54047.9375,6.802322604926303e-05,43303.328125
0.0002608701179269701,52491.62109375,8.103193977149203e-05,48216.98828125
0.00025656275101937354,50254.89453125,6.078611113480292e-05,46834.79296875
0.0002675374853424728,49781.9453125,8.237807196564972e-05,50173.37890625
0.0002506014716345817,48590.63671875,8.230499224737287e-05,57700.80078125
0.0002536244865041226,47809.8984375,5.9142450481886044e-05,49271.140625
0.0002435188362142071,47694.37109375,9.046836930792779e-05,41539.6953125
0.00024240247148554772,48620.828125,7.066490070428699e-05,64747.76171875
0.00023398663324769586,47284.19921875,7.12208347977139e-05,45665.46875
0.00022570264991372824,45476.15625,7.188932067947462e-05,47424.109375
0.0002374243049416691,45696.3046875,7.0050751673989e-05,47560.7890625
0.00022835034178569913,47017.234375,6.406767352018505e-05,49232.60546875
0.0002288036048412323,46617.0390625,5.338921619113535e-05,50658.359375
0.00022287116735242307,45284.9375,5.908232560614124e-05,48188.7890625
0.00021981008467264473,46139.72265625,6.399161065928638e-05,49674.4453125
0.00022461377375293523,45034.80078125,5.4593860113527626e-05,49261.40234375
0.00022619112860411406,44775.73828125,7.847901724744588e-05,40341.16796875
0.00023151887580752373,45190.37109375,5.5323362175840884e-05,44864.77734375
0.0002128632040694356,45321.34375,9.112562838708982e-05,44329.6796875
