loss,mape,val_loss,val_mape
0.029576528817415237,498089.6875,0.010737690143287182,326987.03125
0.009748509153723717,326467.21875,0.008213892579078674,315193.21875
0.008496023714542389,305325.96875,0.00832239631563425,369591.53125
0.008180249482393265,286356.75,0.008975188247859478,398807.875
0.007929431274533272,277050.375,0.007977505214512348,246613.265625
0.007799155078828335,269419.15625,0.0075320350006222725,234010.515625
0.0075403484515845776,249716.0625,0.00720581179484725,255869.5
0.007469073869287968,225158.25,0.007251939736306667,271215.3125
0.007333594840019941,211130.390625,0.007034786976873875,223010.078125
0.007286096923053265,198247.3125,0.007837804965674877,148000.609375
0.0073019289411604404,187895.65625,0.006944986060261726,183120.65625
0.007235697004944086,180749.3125,0.006912211887538433,201610.78125
0.007223510183393955,178054.296875,0.007679997943341732,141721.546875
0.00715544493868947,173564.078125,0.006824723444879055,182579.984375
0.007107059471309185,169559.34375,0.006841577589511871,199880.03125
0.007057551760226488,169166.921875,0.0070248194970190525,160686.53125
0.0070008570328354836,172486.375,0.006769469473510981,203714.65625
0.0069937813095748425,178744.734375,0.006665840744972229,183416.15625
0.0069565484300255775,171480.625,0.006689906120300293,218381.703125
0.006917901802808046,181805.3125,0.006628468167036772,157413.5625
0.006850337143987417,178880.109375,0.006514972075819969,191042.140625
0.00677737919613719,172618.765625,0.006634902209043503,156744.296875
0.006695689167827368,171761.15625,0.006489441730082035,204403.421875
0.006657682359218597,164994.171875,0.006495151203125715,141574.875
0.006636536214500666,166255.078125,0.006385935004800558,182191.171875
0.006562054622918367,162630.28125,0.006200819741934538,177800.828125
0.0065194484777748585,164046.203125,0.006189074367284775,179778.125
0.006444012280553579,162869.015625,0.006086019799113274,159509.65625
0.006413064431399107,160038.515625,0.006168800871819258,194222.25
0.006356883328408003,156997.8125,0.006395583972334862,228303.703125
0.006329262163490057,161235.9375,0.005966575350612402,210908.21875
0.006256708409637213,165442.78125,0.005915637128055096,206362.390625
0.006165653001517057,162866.453125,0.005847257096320391,152143.59375
0.006119932513684034,166409.09375,0.0060187033377587795,153676.71875
0.006076912395656109,165185.6875,0.00566843943670392,167475.375
0.006035318598151207,168595.609375,0.005733158439397812,125484.6640625
0.006011927034705877,165064.75,0.005565883591771126,151157.28125
0.005956546403467655,169201.578125,0.005589005071669817,160974.4375
0.005907090846449137,174840.15625,0.0055261049419641495,190055.375
0.00591568648815155,171344.546875,0.0054428777657449245,176366.109375
0.005845075938850641,170137.578125,0.005412533413618803,218791.421875
0.005836260970681906,172289.734375,0.005395663436502218,198320.59375
0.005785633809864521,169750.6875,0.005291484761983156,177741.96875
0.005738132167607546,168086.625,0.005369164515286684,173573.078125
0.00571735855191946,175268.5625,0.005444534122943878,133919.921875
0.005694270599633455,174381.171875,0.005265680141746998,206362.40625
0.005653921514749527,170446.265625,0.005106079392135143,175964.390625
0.005629671271890402,170606.96875,0.00505885249003768,182967.25
0.005573463626205921,176129.34375,0.005057040136307478,152296.078125
0.00554701779037714,173365.03125,0.005064298864454031,137069.0625
